song_name,timestamp,ax,ay,az,gx,gy,gz,la,rs,tp
disturbia,2026-09-01 15:40:55,0.6768,-0.5679,-0.0669,0.1965,-0.9058,0.9011,0.114,1.2927,1.4067
disturbia,2026-09-01 15:40:55,-0.2539,-2.0945,-1.2783,0.7017,-1.3027,0.2402,1.4669,1.499,2.9659
disturbia,2026-09-01 15:40:55,-0.0271,-0.9128,-0.5203,0.6233,-0.4194,-1.3394,0.051,1.5357,1.5867
disturbia,2026-09-01 15:40:55,0.1719,-0.0076,-0.6914,0.1187,-0.2109,-1.9041,0.2875,1.9194,2.2069
disturbia,2026-09-01 15:40:55,-0.4844,2.3931,-0.3303,0.1514,-0.4988,-2.1011,1.4639,2.1648,3.6287
disturbia,2026-09-01 15:40:55,-0.7148,1.3542,-0.7593,-1.2991,-1.6143,0.7878,0.7092,2.2168,2.926
disturbia,2026-09-01 15:40:55,0.2712,0.8384,-0.3789,-0.6636,-0.1843,1.4932,0.0408,1.6444,1.6852
disturbia,2026-09-01 15:40:55,0.5664,0.0054,0.1484,0.6021,-0.2761,1.5527,0.4145,1.6881,2.1026
disturbia,2026-09-01 15:40:55,0.3533,-1.9277,-0.1797,1.4705,-1.4216,1.3882,0.968,2.4719,3.4399
disturbia,2026-09-01 15:40:56,0.2749,-0.9941,-0.5652,0.3184,-0.1953,-0.5813,0.1761,0.691,0.8671
disturbia,2026-09-01 15:40:56,0.6389,-0.4197,-0.2642,0.6633,-0.6243,-0.71,0.1912,1.1549,1.3461
disturbia,2026-09-01 15:40:56,0.6997,-0.3599,-0.5156,-0.0779,-0.2241,-0.7263,0.0593,0.7641,0.8234
disturbia,2026-09-01 15:40:56,0.2153,0.1418,-0.8254,-0.8342,-0.376,-1.6294,0.1353,1.8687,2.004
disturbia,2026-09-01 15:40:56,0.0684,2.1926,-0.3516,-1.9167,-1.2095,-0.1042,1.2217,2.2688,3.4905
disturbia,2026-09-01 15:40:56,0.2913,0.8494,-0.082,0.2891,-0.0806,1.3831,0.0983,1.4153,1.5136
disturbia,2026-09-01 15:40:56,0.489,0.0979,-0.1506,0.1494,-0.0095,1.5251,0.4791,1.5324,2.0115
disturbia,2026-09-01 15:40:56,0.064,-0.7014,0.4895,0.8721,-0.1604,1.7971,0.1423,2.004,2.1463
disturbia,2026-09-01 15:40:56,-0.6589,-1.6609,0.2205,-0.009,-0.6514,0.928,0.8004,1.1338,1.9342
disturbia,2026-09-01 15:40:56,-0.6394,-1.3198,0.1653,-0.0447,-0.3872,-0.7222,0.4758,0.8207,1.2965
disturbia,2026-09-01 15:40:57,0.0845,-0.6626,-0.4353,0.0183,-0.7856,-1.2783,0.2027,1.5005,1.7032
disturbia,2026-09-01 15:40:57,0.584,0.1599,-0.7939,-0.0564,-0.4612,-1.3394,0.0016,1.4177,1.4193
disturbia,2026-09-01 15:40:57,0.479,0.7866,-0.6184,-0.3477,-0.5271,-1.1086,0.1093,1.2758,1.3851
disturbia,2026-09-01 15:40:57,-0.1758,1.8362,-0.5107,-1.0728,-0.9521,-0.4961,0.914,1.5177,2.4317
disturbia,2026-09-01 15:40:57,0.1128,1.0056,-0.2805,-0.4243,-0.3838,0.6328,0.0501,0.8531,0.9032
disturbia,2026-09-01 15:40:57,0.6355,0.6292,-0.1882,-0.3198,-0.1597,0.7322,0.0861,0.8148,0.9009
disturbia,2026-09-01 15:40:57,0.8235,0.0608,0.0388,0.7334,0.0713,1.4568,0.1733,1.6326,1.8059
disturbia,2026-09-01 15:40:57,0.385,-0.7114,0.2576,1.0854,-0.4072,1.6907,0.1511,2.05,2.2011
disturbia,2026-09-01 15:40:57,0.022,-1.6548,-0.1116,0.3394,-0.8887,0.292,0.6587,0.9951,1.6538
disturbia,2026-09-01 15:40:58,0.2146,-0.7991,-0.2092,0.063,-0.7275,-0.8345,0.1465,1.1089,1.2554
disturbia,2026-09-01 15:40:58,0.8149,0.9963,-1.939,-2.532,0.0635,-1.8091,1.3273,3.1125,4.4398
disturbia,2026-09-01 15:40:58,-6.7651,1.8772,4.5166,0.6389,-3.1794,-0.7476,7.3481,3.328,10.6761
disturbia,2026-09-01 15:40:58,-5.4983,0.3167,-7.9932,2.0508,-3.5793,1.6226,8.7068,4.4328,13.1396
disturbia,2026-09-01 15:40:58,0.7996,0.0625,0.6287,0.5591,0.0249,-0.0103,0.0191,0.5597,0.5788
disturbia,2026-09-01 15:40:58,0.5979,0.5112,-0.5015,0.314,0.0442,-0.0225,0.0671,0.3179,0.385
disturbia,2026-09-01 15:40:58,0.0215,0.4258,-1.1326,0.8142,0.1091,-0.2581,0.2102,0.8611,1.0713
disturbia,2026-09-01 15:40:58,-0.5898,-0.0432,-1.5405,1.5347,0.1912,-1.3208,0.6501,2.0338,2.6839
disturbia,2026-09-01 15:40:58,-0.4077,1.4199,-1.5076,0.29,0.313,-1.1423,1.1107,1.2194,2.3301
disturbia,2026-09-01 15:40:58,-0.1113,2.1738,-1.1638,-0.1667,0.2639,-0.4604,1.4682,0.5562,2.0244
disturbia,2026-09-01 15:40:59,0.0994,1.3945,-0.394,-2.2188,0.0334,0.3486,0.4525,2.2463,2.6988
disturbia,2026-09-01 15:40:59,0.0649,0.8738,0.3313,-1.3418,-0.3708,0.3843,0.0633,1.4442,1.5075
disturbia,2026-09-01 15:40:59,-1.0454,0.0989,0.4202,2.3418,-0.9619,4.0139,0.131,4.7456,4.8766
disturbia,2026-09-01 15:40:59,-1.8452,-2.134,0.3142,-0.2351,0.5564,-0.0925,1.8386,0.6111,2.4497
disturbia,2026-09-01 15:40:59,-0.4556,-1.0105,0.5027,-0.1948,-0.593,-0.5752,0.2171,0.8488,1.0659
disturbia,2026-09-01 15:40:59,-0.019,-0.9375,-0.083,0.271,-1.0613,-0.3677,0.0586,1.1554,1.214
disturbia,2026-09-01 15:40:59,0.2771,-0.8479,-1.0044,0.2114,-1.3203,-0.74,0.3433,1.5282,1.8715
disturbia,2026-09-01 15:40:59,0.2751,0.9292,-0.9949,-1.5771,-0.415,-1.9277,0.3889,2.525,2.9139
disturbia,2026-09-01 15:40:59,-0.7146,2.8025,-0.6597,-1.4231,-1.8337,-0.1304,1.9665,2.3248,4.2913
disturbia,2026-09-01 15:40:59,0.1909,0.7175,0.0955,-0.6406,-0.4634,0.626,0.2514,1.0085,1.2599
disturbia,2026-09-01 15:41:00,0.2686,0.4189,-0.3713,1.0066,-0.406,2.0056,0.3791,2.2805,2.6596
disturbia,2026-09-01 15:41:00,-0.5022,-0.9482,0.5066,0.25,0.1289,2.9116,0.1866,2.9252,3.1118
disturbia,2026-09-01 15:41:00,-0.7935,-1.8142,0.2219,-0.1189,-0.0195,-0.3994,0.9925,0.4172,1.4097
disturbia,2026-09-01 15:41:00,-0.186,-1.0796,0.1069,0.4175,-0.5376,-0.4028,0.1007,0.7909,0.8916
disturbia,2026-09-01 15:41:00,0.2732,-0.6335,0.001,0.1379,-1.021,-0.7954,0.3101,1.3016,1.6117
disturbia,2026-09-01 15:41:00,0.3616,-0.0667,-0.5698,-0.3137,-1.2927,-1.3735,0.3219,1.9121,2.234
disturbia,2026-09-01 15:41:00,0.061,1.5835,-1.1062,-0.718,-1.1482,-0.9917,0.9326,1.6785,2.6111
disturbia,2026-09-01 15:41:00,-0.5581,1.6489,-0.6279,-0.845,-1.1094,0.3989,0.8506,1.4505,2.3011
disturbia,2026-09-01 15:41:00,-0.1384,0.7517,-0.2725,-0.6035,-0.6226,0.9348,0.1885,1.275,1.4635
disturbia,2026-09-01 15:41:01,0.4663,0.4138,-0.3496,-0.2449,-0.3586,0.9087,0.2852,1.0071,1.2923
disturbia,2026-09-01 15:41:01,0.4697,0.0122,-0.1914,1.4155,-0.5476,1.5718,0.4927,2.185,2.6777
disturbia,2026-09-01 15:41:01,-0.2407,-1.7114,0.0564,1.5908,-0.9958,1.7703,0.7292,2.58,3.3092
disturbia,2026-09-01 15:41:01,-0.373,-1.385,0.2129,0.2246,-0.2446,-0.063,0.4501,0.338,0.7881
disturbia,2026-09-01 15:41:01,-0.1848,-1.0981,0.1858,0.0896,-0.488,-0.3271,0.1289,0.5943,0.7232
disturbia,2026-09-01 15:41:01,0.2666,-0.8936,-0.0945,-0.002,-0.8198,-0.4268,0.0627,0.9242,0.9869
disturbia,2026-09-01 15:41:01,0.6777,-0.6169,-0.5867,-0.2395,-0.5779,-0.4971,0.0881,0.799,0.8871
disturbia,2026-09-01 15:41:01,0.7747,-0.4094,-0.5859,-0.489,-0.5701,-0.7283,0.0541,1.0462,1.1003
disturbia,2026-09-01 15:41:01,0.2229,0.145,-1.1052,-0.5979,-1.3188,-0.4712,0.1367,1.5227,1.6594
disturbia,2026-09-01 15:41:01,-0.092,0.4033,-1.2095,-0.6433,-0.7949,0.6389,0.2783,1.2058,1.4841
disturbia,2026-09-01 15:41:02,0.1255,0.499,-1.0012,0.1208,0.2256,0.9773,0.1257,1.0102,1.1359
disturbia,2026-09-01 15:41:02,0.2173,-0.3054,-0.4355,0.7744,0.6465,1.1726,0.4254,1.5468,1.9722
disturbia,2026-09-01 15:41:02,0.4729,-0.9727,-0.6492,0.1509,-0.0312,0.1431,0.2614,0.2103,0.4717
disturbia,2026-09-01 15:41:02,0.5952,-0.5798,-0.7783,0.2031,-0.0544,-0.0125,0.1385,0.2106,0.3491
disturbia,2026-09-01 15:41:02,0.5378,-0.5413,-0.6396,0.1816,-0.0159,0.0298,0.0043,0.1847,0.189
disturbia,2026-09-01 15:41:02,0.5435,-0.5979,-0.7478,-0.0059,0.0217,0.01,0.1009,0.0246,0.1255
disturbia,2026-09-01 15:41:02,0.4644,-0.7253,-0.7656,0.0359,-0.0752,0.198,0.1523,0.2148,0.3671
disturbia,2026-09-01 15:41:02,0.4414,-0.8289,-0.6606,0.1208,0.0317,-0.188,0.1482,0.2257,0.3739
disturbia,2026-09-01 15:41:02,0.5806,-0.6301,-0.6079,0.1707,0.0959,-0.1562,0.0506,0.2505,0.3011
disturbia,2026-09-01 15:41:03,0.6133,-0.7141,-0.4983,0.2822,0.3577,0.012,0.0651,0.4558,0.5209
disturbia,2026-09-01 15:41:03,0.6968,-0.5894,-0.1511,0.0845,0.5691,0.0769,0.0749,0.5805,0.6554
disturbia,2026-09-01 15:41:03,0.6343,-0.7244,0.2031,0.2539,0.4802,0.2778,0.016,0.6101,0.6261
disturbia,2026-09-01 15:41:03,0.4045,-0.9414,0.4216,0.3218,0.1877,0.3325,0.108,0.4993,0.6073
disturbia,2026-09-01 15:41:03,-0.0498,-0.9492,0.6978,0.2759,-0.0327,0.1619,0.1791,0.3216,0.5007
disturbia,2026-09-01 15:41:03,0.127,-1.1064,1.0061,0.2983,-1.1926,-0.6392,0.5008,1.3856,1.8864
disturbia,2026-09-01 15:41:03,-1.0654,-0.0496,-0.6636,-0.4617,-2.3931,-2.3137,0.2561,3.3606,3.6167
disturbia,2026-09-01 15:41:03,-0.0435,1.2439,-1.2063,-0.1636,-0.6978,0.1272,0.7333,0.7279,1.4612
disturbia,2026-09-01 15:41:03,-0.1594,0.6333,-1.1375,-0.7825,-1.0344,1.1069,0.3116,1.7051,2.0167
disturbia,2026-09-01 15:41:03,0.4062,0.4922,-1.0676,0.0254,0.4717,0.5588,0.2438,0.7317,0.9755
disturbia,2026-09-01 15:41:04,0.72,0.5496,-0.5525,0.0725,0.8149,0.6885,0.061,1.0693,1.1303
